messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
"Oh, I'm definitely sticking around, and if you want to make it easier for me to pick up some dots, that'd go a long way to making me more viable and more inclined to resume the alliance.",True,True,austria,italy,2453,144,Winter,1907,3,-10,"italy, austria",1
Good.,True,True,italy,austria,2456,145,Winter,1907,13,10,"italy, austria",1
I’m game for a draw if you guys want to wrap it up here.,False,True,italy,austria,2474,146,Spring,1908,13,10,"italy, austria",1
I'd take a draw.,True,True,austria,italy,2478,147,Spring,1908,3,-10,"italy, austria",1
Sounds like Germany is the holdout.,True,True,italy,austria,2504,148,Spring,1908,13,10,"italy, austria",1
"I’m so mad at myself for taking the bait last turn. I had both Russia and England urging me to go for a solo, and it was just stupid of me to believe them. 

I’m going to try to leave both Tri and Bud open to you this turn. All yours.",False,True,italy,austria,2505,149,Spring,1908,13,10,"italy, austria",1
"Sent to Germany, England, Austria, Russia: So, England, Germany, Russia, y’all played a great turn last turn. You got me to stab my long-time ally and you ended our pretty excellent 7-year run as an alliance. Russia told me he was with me if I stab Austria. England told me he wanted me to solo so long as I would “teach him” and help his along to second place. Then y’all pulled the rug out from under me. It was clever and effective. (End Part 1)",True,True,italy,austria,2509,150,Spring,1908,13,10,"italy, austria",1
"(Part 2)
At this stage, my excitement about the game has diminished quite a bit. And of course I’m happy to play on and take my lumps for falling for “Hey, I really want you to solo, just help me place second,” but if you guys just want to call it a five-way draw among us and grab a beer together, while reviewing the statistics, that’s really my preference. 

I am outnumbered and I obviously can’t solo. And I’m sure some of you in the north are eager to send everyone else flying my way, but I expect Russia and England to be careful, and so I’m not sure there is much room to move forward without simply tipping the board to Germany’s favor. 

I propose that we draw and hug it out.🤗",False,True,italy,austria,2513,151,Spring,1908,13,10,"italy, austria",1
"I believe everyone is in for the draw. I've got it set, and I'm set for early adjudication.",True,True,austria,italy,2530,152,Spring,1908,3,-10,"italy, austria",1
Do you think this game is going to draw?,True,True,italy,austria,2547,153,Fall,1908,13,10,"italy, austria",1
"So, did you veto the draw?",True,True,austria,italy,2552,154,Winter,1908,3,-10,"italy, austria",1
"Buongiorno! 
Be kinda nice to know if you're looking to move in a direction  I might be interested in participating in.  I fully understand if it's too early to know, just know that channels and minds are both open .",True,True,russia,italy,11,0,Spring,1901,4,1,"italy, russia",1
"Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen Wintergreen. 

I’m not writing to anyone else until I get things squared away with you. I LOVE the Wintergreen alliance. It works in the short-term (we only need to get A/T to fight) and it works in the long-term (resolves East before West, and we can’t really stab each other). Can we do this?

I don’t care if we target T first or A first. I’ll let you decide. But I want to work as your partner. I am just hoping that you’re brilliant and fun too!

I literally will not message anyone else until you and I have a plan. I want it to be clear to you that you’re the ally I want.",True,False,italy,russia,50,1,Spring,1901,3,-1,"italy, russia",1
"Well, Italy and France are, in my opinion, some of the best possible partners for Russia, so how could I possibly turn down such enthusiastic overtures from one of them?",False,True,russia,italy,52,2,Spring,1901,4,1,"italy, russia",1
Lovely. Would you rather we target Turkey first or Austria? I’m okay either way.,True,False,italy,russia,57,3,Spring,1901,3,-1,"italy, russia",1
"To be perfectly honest, that's hard to say right now, since the decision doesn't really affect my opening moves any (the standard southern opening spring moves are equally useful against either one), and I'd likely need to adjust based on what else happens on the Spring turn.  Easiest just to say I'm opening South, flexibly considering the follow-through against either one of them.",True,True,russia,italy,61,4,Spring,1901,4,1,"italy, russia",1
"Okay. Fair enough. One reason it might matter is because I could open with an aggressive attack on Austria if you want to blitz him quickly (e.g., DMZ Gal and then break it). Or you could organize a bounce in Gal and then not move there. On the other hand, if you’d prefer to take out Turkey first, I could go the standard Lepanto route. I’m happy to go either way, but I’d really like to coordinate with you if you’re game.

Maybe we both need a fuller picture of what is happening first. I’ll begin to reach out to others now.",True,True,italy,russia,66,5,Spring,1901,3,-1,"italy, russia",1
"Sounds great - and here's where it's useful to know Austria has already indicated a bounce in Galicia, so opportunity to blitz him through there is severely limited.",True,NOANNOTATION,russia,italy,77,6,Spring,1901,4,1,"italy, russia",1
"Okay, that’s good to know. Thank you. I sent Austria a general first message offering friendship. I’ll let you know how things play out.",True,True,italy,russia,85,7,Spring,1901,3,-1,"italy, russia",1
Hearing anything interesting? Both Austria and Turkey are acting cagey and conservative with me so far.,True,True,italy,russia,96,8,Spring,1901,3,-1,"italy, russia",1
"Hey, so, Austria seems to want to Lepanto now. 

You’re still the ally I want. And I’d like either to cut down Austria quickly or cut down Turkey quickly. 

If we decide to take out Austria first, I’d like you to let Austria in to Gal (just tell him this was a mistake). This will make it very hard for him to defend against me.

If we decide to take out Turkey first, bounce Austria, and I’ll open as a traditional Lepanto.

Thoughts?",True,True,italy,russia,102,9,Spring,1901,3,-1,"italy, russia",1
Let's do Turkey first. I'll bounce Galicia,True,True,russia,italy,116,10,Spring,1901,4,1,"italy, russia",1
👌,True,True,italy,russia,120,11,Spring,1901,3,-1,"italy, russia",1
"Hi Russia, how’s it going? I hope this turn finds you well. 

I think my move is going to be fairly boring, but I’m still game for some adventure if you have any ideas. 

Also, would you mind asking Austria for a bounce again in Galicia? I’d just like to have a decent sense of what his units are doing. 

Any other thoughts?",False,True,italy,russia,210,12,Fall,1901,3,-1,"italy, russia",1
Can do.,True,True,russia,italy,211,13,Fall,1901,4,1,"italy, russia",1
"He doesn't seem that interested in a Galicia bounce, fwiw",True,True,russia,italy,214,14,Fall,1901,4,1,"italy, russia",1
"Okay, thank you for letting me know. That helps!",True,NOANNOTATION,italy,russia,217,15,Fall,1901,3,-1,"italy, russia",1
"I believe that Turkey is in for a world of hurt soon. I think you just need to expel that yellow army from Sev, and you should be in for a swift turnaround. 

Let’s kill Turkey, and then we kill Austria. Long live Wintergreen.",True,True,italy,russia,425,16,Spring,1902,4,-1,"italy, russia",1
"That's the plan, mate",True,True,russia,italy,429,17,Spring,1902,5,1,"italy, russia",1
"That went reasonably well. Looks like Austria is going to pick up Greece, so get wherever you can get and I'll get you into doors where I can",True,True,russia,italy,483,18,Spring,1902,5,1,"italy, russia",1
"Obviously Bulgaria, not Greece",True,True,russia,italy,484,19,Spring,1902,5,1,"italy, russia",1
"Awesome. Thank you Russia. Any chance you can tap Black Sea this turn? I’m planning to take Greece, but I need Austria’s move to Bulgaria to succeed.",True,True,italy,russia,489,20,Fall,1902,4,-1,"italy, russia",1
His move is guaranteed,True,True,russia,italy,499,21,Fall,1902,5,1,"italy, russia",1
"What am I missing? It looks like it’s only guaranteed if you tap BLS. Otherwise, 3 - 3.",True,True,italy,russia,500,22,Fall,1902,4,-1,"italy, russia",1
"It's 4-3.  Rum, Ser, Gre, Aeg",True,True,russia,italy,501,23,Fall,1902,5,1,"italy, russia",1
"Ah, cool. I did not realize that Rum was supporting Gre to Bul. That works too! Thank you.",True,NOANNOTATION,italy,russia,502,24,Fall,1902,4,-1,"italy, russia",1
Hi friend: can you please NOT support England into Denmark? I think that the last thing we want to see here is E/F trample over Germany. I feel like this is really important. Thoughts?,True,True,italy,russia,540,25,Fall,1902,4,-1,"italy, russia",1
"Ah, I did not see this in time.  And one of the upshots was learning that England talks too damn much, so I probably won't be helping him much going forward 😃",True,True,russia,italy,563,26,Winter,1902,6,1,"italy, russia",1
"I feel like, perhaps it’s time to go all out against both T and A here? Something like this:
Ven - Tri
War - Gal
Rum - BLS
Sev S Ukr - Rum

I may lose Greece this year, but I feel like it’s worth it to gain some momentum. 

Thoughts?",True,True,italy,russia,576,27,Spring,1903,5,-1,"italy, russia",1
"Hi Russia,

My moves very much depend on you here so I’m looking forward to hearing from you. I think this is the right time for us both to hit Austria, but I’m not going to do it if you’re not on board. 

Thoughts?",True,True,italy,russia,610,28,Spring,1903,5,-1,"italy, russia",1
"Hey, sorry -focused on guests for the holiday. I'm currently ordered to move units around so I can move on Austria, without moving on him this turn. Basically getting the fleet out of the way.",True,True,russia,italy,611,29,Spring,1903,6,1,"italy, russia",1
Okay. Let’s shoot for next turn. Thank you!,True,True,italy,russia,612,30,Spring,1903,5,-1,"italy, russia",1
"Russia, argh....

I sincerely want to work with you man. Truly. But if you sell me out and try to use what I tell you against me, it makes it really hard. 

Austria went right back to me and told me that you sold me out.",True,True,italy,russia,641,31,Spring,1903,5,-1,"italy, russia",1
